Time,Solar8000/HR
3.89762,66
5.89762,66
7.89662,66
9.89662,66
11.8956,66
13.8946,66
15.8956,66
17.8946,66
19.8946,65
21.8936,65
23.8936,65
25.8926,65
27.8926,65
29.8926,65
31.8916,65
33.8916,65
35.8906,65
37.8906,65
39.8896,65
41.8896,65
43.8896,65
45.8886,65
47.8886,65
49.8876,65
51.8876,65
53.8866,65
55.8866,65
57.8866,65
59.9016,65
61.8846,65
63.8846,65
65.9006,65
67.8996,65
69.8996,65
71.8996,65
73.8986,65
75.8986,65
77.8976,65
79.8966,64
81.8966,64
83.8966,64
85.8956,64
87.8946,64
89.8956,64
91.8946,64
93.8946,64
95.8936,64
97.9096,64
99.9096,64
101.909,64
103.909,64
105.908,64
107.908,64
109.907,64
111.907,63
113.907,63
115.906,63
117.905,63
119.905,63
121.905,63
123.904,63
125.903,63
127.903,63
129.903,64
131.902,64
133.902,64
135.902,64
137.901,63
139.901,63
141.9,63
143.9,63
145.9,63
147.899,63
149.899,63
151.898,63
153.898,63
155.961,63
157.913,63
159.912,63
161.912,63
163.911,63
165.911,63
167.911,63
169.91,63
171.91,63
173.909,63
175.909,63
177.908,63
179.908,63
181.907,63
183.907,65
185.906,63
187.922,63
189.922,64
191.921,63
193.92,63
195.921,63
197.92,62
199.92,62
201.919,62
203.919,62
205.918,62
207.918,62
209.917,62
211.917,62
213.917,62
215.916,62
217.915,62
219.931,62
221.914,62
223.93,64
225.93,63
227.929,63
229.929,63
231.929,60
233.928,62
235.928,62
237.928,61
239.927,61
241.927,61
243.927,61
245.926,61
247.925,61
249.925,64
251.924,62
253.924,62
255.924,62
257.923,60
259.923,61
261.922,64
263.938,62
265.937,62
267.937,62
269.936,59
271.936,61
273.935,61
275.935,61
277.935,61
279.934,61
281.934,61
283.933,61
285.933,61
287.933,61
289.933,61
291.932,61
293.931,61
295.931,61
297.93,61
299.93,61
301.946,61
303.946,67
305.945,72
307.944,80
309.944,73
311.944,65
313.943,63
315.942,60
317.942,60
319.942,60
321.941,60
323.941,60
325.941,61
327.94,63
329.94,61
331.939,61
333.939,61
335.938,61
337.938,60
339.937,60
341.937,60
343.937,60
345.936,61
347.936,62
349.935,62
351.935,62
353.951,61
355.95,63
357.95,62
359.949,62
361.949,64
363.949,62
365.948,61
367.948,61
369.947,61
371.947,60
373.946,60
375.946,60
377.945,60
379.945,60
381.944,60
383.944,60
385.944,60
387.943,62
389.943,61
391.959,61
393.958,61
395.957,60
397.957,60
399.957,60
401.956,60
403.956,60
405.955,60
407.955,60
409.954,60
411.954,60
413.953,60
415.953,60
417.953,60
419.953,60
421.952,60
423.952,60
425.951,60
427.95,60
429.95,60
431.95,60
433.949,60
435.949,60
437.964,60
439.964,60
441.963,60
443.963,60
445.962,60
447.962,60
449.962,60
477.956,60
479.955,60
481.955,60
483.954,60
485.954,60
487.954,60
489.954,60
491.968,60
493.952,60
495.968,59
497.967,59
499.967,59
501.967,59
503.966,59
505.966,59
507.965,59
509.965,59
511.964,59
513.964,59
515.964,60
517.963,60
519.963,60
521.962,60
523.962,60
525.961,61
527.961,61
529.961,61
531.96,61
533.96,61
535.975,61
537.975,61
539.974,61
541.974,61
543.973,60
545.973,60
547.972,61
549.973,61
551.972,61
553.971,61
555.971,61
557.971,60
559.97,60
561.97,60
563.969,61
